run_id,commit_sha,commit_message,status,workflow_duration,lead_time_s,artifact_size_bytes,job_name,job_duration,test_count,test_failures,test_duration_avg_s,timestamp,variation_label,execution_mode,pip_cache
27112901765,3c26453e4e2421dbc1e545ea657c1f68ad9728e9,docs(readme): indice navegavel e conformidade com enunciado  Co-authored-by: Cursor <cursoragent@cursor.com>,success,40.0,55.0,3845,setup,5.0,0,0,0.0,2026-06-08T02:38:35Z,12-artefato-grande,parallel,True
27112901765,3c26453e4e2421dbc1e545ea657c1f68ad9728e9,docs(readme): indice navegavel e conformidade com enunciado  Co-authored-by: Cursor <cursoragent@cursor.com>,success,40.0,55.0,3845,lint,17.0,0,0,0.0,2026-06-08T02:38:35Z,12-artefato-grande,parallel,True
27112901765,3c26453e4e2421dbc1e545ea657c1f68ad9728e9,docs(readme): indice navegavel e conformidade com enunciado  Co-authored-by: Cursor <cursoragent@cursor.com>,success,40.0,55.0,3845,test_parallel,10.0,22,0,0.0066,2026-06-08T02:38:35Z,12-artefato-grande,parallel,True
27112901765,3c26453e4e2421dbc1e545ea657c1f68ad9728e9,docs(readme): indice navegavel e conformidade com enunciado  Co-authored-by: Cursor <cursoragent@cursor.com>,success,40.0,55.0,3845,test_inverted,0.0,22,0,0.0066,2026-06-08T02:38:35Z,12-artefato-grande,parallel,True
27112901765,3c26453e4e2421dbc1e545ea657c1f68ad9728e9,docs(readme): indice navegavel e conformidade com enunciado  Co-authored-by: Cursor <cursoragent@cursor.com>,success,40.0,55.0,3845,lint_inverted,0.0,0,0,0.0,2026-06-08T02:38:35Z,12-artefato-grande,parallel,True
27112901765,3c26453e4e2421dbc1e545ea657c1f68ad9728e9,docs(readme): indice navegavel e conformidade com enunciado  Co-authored-by: Cursor <cursoragent@cursor.com>,success,40.0,55.0,3845,test_sequential,0.0,22,0,0.0066,2026-06-08T02:38:35Z,12-artefato-grande,parallel,True
27112763964,4d01d6ac94fe6f5b7faf8c9d592fe57171f553db,"fix(entregaveis): fechar lacunas da auditoria e elevar entrega  CSV limpo com test_duration_avg_s e steps via API, job report restaurado, graficos 05-07, evidencias visuais, ENTREGA.md, secao DORA e relatorio atualizado.  Co-authored-by: Cursor <cursoragent@cursor.com>",success,36.0,48.0,4161,setup,4.0,0,0,0.0,2026-06-08T02:33:20Z,12-artefato-grande,parallel,True
27112763964,4d01d6ac94fe6f5b7faf8c9d592fe57171f553db,"fix(entregaveis): fechar lacunas da auditoria e elevar entrega  CSV limpo com test_duration_avg_s e steps via API, job report restaurado, graficos 05-07, evidencias visuais, ENTREGA.md, secao DORA e relatorio atualizado.  Co-authored-by: Cursor <cursoragent@cursor.com>",success,36.0,48.0,4161,lint,12.0,0,0,0.0,2026-06-08T02:33:20Z,12-artefato-grande,parallel,True
27112763964,4d01d6ac94fe6f5b7faf8c9d592fe57171f553db,"fix(entregaveis): fechar lacunas da auditoria e elevar entrega  CSV limpo com test_duration_avg_s e steps via API, job report restaurado, graficos 05-07, evidencias visuais, ENTREGA.md, secao DORA e relatorio atualizado.  Co-authored-by: Cursor <cursoragent@cursor.com>",success,36.0,48.0,4161,test_parallel,13.0,0,0,0.0,2026-06-08T02:33:20Z,12-artefato-grande,parallel,True
27112763964,4d01d6ac94fe6f5b7faf8c9d592fe57171f553db,"fix(entregaveis): fechar lacunas da auditoria e elevar entrega  CSV limpo com test_duration_avg_s e steps via API, job report restaurado, graficos 05-07, evidencias visuais, ENTREGA.md, secao DORA e relatorio atualizado.  Co-authored-by: Cursor <cursoragent@cursor.com>",success,36.0,48.0,4161,test_inverted,0.0,0,0,0.0,2026-06-08T02:33:20Z,12-artefato-grande,parallel,True
27112763964,4d01d6ac94fe6f5b7faf8c9d592fe57171f553db,"fix(entregaveis): fechar lacunas da auditoria e elevar entrega  CSV limpo com test_duration_avg_s e steps via API, job report restaurado, graficos 05-07, evidencias visuais, ENTREGA.md, secao DORA e relatorio atualizado.  Co-authored-by: Cursor <cursoragent@cursor.com>",success,36.0,48.0,4161,lint_inverted,0.0,0,0,0.0,2026-06-08T02:33:20Z,12-artefato-grande,parallel,True
27112763964,4d01d6ac94fe6f5b7faf8c9d592fe57171f553db,"fix(entregaveis): fechar lacunas da auditoria e elevar entrega  CSV limpo com test_duration_avg_s e steps via API, job report restaurado, graficos 05-07, evidencias visuais, ENTREGA.md, secao DORA e relatorio atualizado.  Co-authored-by: Cursor <cursoragent@cursor.com>",success,36.0,48.0,4161,test_sequential,0.0,0,0,0.0,2026-06-08T02:33:20Z,12-artefato-grande,parallel,True
27112609547,e0aeb2469727640f96c255591aec0e016d0316e1,chore(ci): remover composite action nao utilizada  Co-authored-by: Cursor <cursoragent@cursor.com>,success,24.0,37.0,1150,setup,6.0,0,0,0.0,2026-06-08T02:27:46Z,12-artefato-grande,parallel,True
27112609547,e0aeb2469727640f96c255591aec0e016d0316e1,chore(ci): remover composite action nao utilizada  Co-authored-by: Cursor <cursoragent@cursor.com>,success,24.0,37.0,1150,test_parallel,11.0,22,0,0.0067,2026-06-08T02:27:46Z,12-artefato-grande,parallel,True
27112609547,e0aeb2469727640f96c255591aec0e016d0316e1,chore(ci): remover composite action nao utilizada  Co-authored-by: Cursor <cursoragent@cursor.com>,success,24.0,37.0,1150,lint,12.0,0,0,0.0,2026-06-08T02:27:46Z,12-artefato-grande,parallel,True
27112609547,e0aeb2469727640f96c255591aec0e016d0316e1,chore(ci): remover composite action nao utilizada  Co-authored-by: Cursor <cursoragent@cursor.com>,success,24.0,37.0,1150,test_inverted,0.0,22,0,0.0067,2026-06-08T02:27:46Z,12-artefato-grande,parallel,True
27112609547,e0aeb2469727640f96c255591aec0e016d0316e1,chore(ci): remover composite action nao utilizada  Co-authored-by: Cursor <cursoragent@cursor.com>,success,24.0,37.0,1150,lint_inverted,0.0,0,0,0.0,2026-06-08T02:27:46Z,12-artefato-grande,parallel,True
27112609547,e0aeb2469727640f96c255591aec0e016d0316e1,chore(ci): remover composite action nao utilizada  Co-authored-by: Cursor <cursoragent@cursor.com>,success,24.0,37.0,1150,test_sequential,0.0,22,0,0.0067,2026-06-08T02:27:46Z,12-artefato-grande,parallel,True
27112605638,e97af59870da3f408e544d9d121f7ba80e418e80,"docs(entregaveis): relatorio, dados coletados e graficos do experimento  Coleta via API GitHub (14 runs validos), CSV/JSON, 4 graficos obrigatorios e relatorio tecnico com evidencias reais.  Co-authored-by: Cursor <cursoragent@cursor.com>",success,27.0,41.0,1235,setup,6.0,0,0,0.0,2026-06-08T02:27:38Z,12-artefato-grande,parallel,True
27112605638,e97af59870da3f408e544d9d121f7ba80e418e80,"docs(entregaveis): relatorio, dados coletados e graficos do experimento  Coleta via API GitHub (14 runs validos), CSV/JSON, 4 graficos obrigatorios e relatorio tecnico com evidencias reais.  Co-authored-by: Cursor <cursoragent@cursor.com>",success,27.0,41.0,1235,lint,11.0,0,0,0.0,2026-06-08T02:27:38Z,12-artefato-grande,parallel,True
27112605638,e97af59870da3f408e544d9d121f7ba80e418e80,"docs(entregaveis): relatorio, dados coletados e graficos do experimento  Coleta via API GitHub (14 runs validos), CSV/JSON, 4 graficos obrigatorios e relatorio tecnico com evidencias reais.  Co-authored-by: Cursor <cursoragent@cursor.com>",success,27.0,41.0,1235,test_parallel,14.0,22,0,0.0065,2026-06-08T02:27:38Z,12-artefato-grande,parallel,True
27112605638,e97af59870da3f408e544d9d121f7ba80e418e80,"docs(entregaveis): relatorio, dados coletados e graficos do experimento  Coleta via API GitHub (14 runs validos), CSV/JSON, 4 graficos obrigatorios e relatorio tecnico com evidencias reais.  Co-authored-by: Cursor <cursoragent@cursor.com>",success,27.0,41.0,1235,lint_inverted,0.0,0,0,0.0,2026-06-08T02:27:38Z,12-artefato-grande,parallel,True
27112605638,e97af59870da3f408e544d9d121f7ba80e418e80,"docs(entregaveis): relatorio, dados coletados e graficos do experimento  Coleta via API GitHub (14 runs validos), CSV/JSON, 4 graficos obrigatorios e relatorio tecnico com evidencias reais.  Co-authored-by: Cursor <cursoragent@cursor.com>",success,27.0,41.0,1235,test_inverted,0.0,22,0,0.0065,2026-06-08T02:27:38Z,12-artefato-grande,parallel,True
27112605638,e97af59870da3f408e544d9d121f7ba80e418e80,"docs(entregaveis): relatorio, dados coletados e graficos do experimento  Coleta via API GitHub (14 runs validos), CSV/JSON, 4 graficos obrigatorios e relatorio tecnico com evidencias reais.  Co-authored-by: Cursor <cursoragent@cursor.com>",success,27.0,41.0,1235,test_sequential,0.0,22,0,0.0065,2026-06-08T02:27:38Z,12-artefato-grande,parallel,True
27112496923,c3a3af5b23f4d4798647a8e840d116d570ee4e49,ci: variacao 12 artefato grande  Co-authored-by: Cursor <cursoragent@cursor.com>,success,34.0,52.0,1076,setup,3.0,0,0,0.0,2026-06-08T02:23:30Z,dispatch-sequential,sequential,True
27112496923,c3a3af5b23f4d4798647a8e840d116d570ee4e49,ci: variacao 12 artefato grande  Co-authored-by: Cursor <cursoragent@cursor.com>,success,34.0,52.0,1076,lint,12.0,0,0,0.0,2026-06-08T02:23:30Z,dispatch-sequential,sequential,True
27112496923,c3a3af5b23f4d4798647a8e840d116d570ee4e49,ci: variacao 12 artefato grande  Co-authored-by: Cursor <cursoragent@cursor.com>,success,34.0,52.0,1076,test_inverted,0.0,22,0,0.0067,2026-06-08T02:23:30Z,dispatch-sequential,sequential,True
27112496923,c3a3af5b23f4d4798647a8e840d116d570ee4e49,ci: variacao 12 artefato grande  Co-authored-by: Cursor <cursoragent@cursor.com>,success,34.0,52.0,1076,test_parallel,0.0,22,0,0.0067,2026-06-08T02:23:30Z,dispatch-sequential,sequential,True
27112496923,c3a3af5b23f4d4798647a8e840d116d570ee4e49,ci: variacao 12 artefato grande  Co-authored-by: Cursor <cursoragent@cursor.com>,success,34.0,52.0,1076,lint_inverted,0.0,0,0,0.0,2026-06-08T02:23:30Z,dispatch-sequential,sequential,True
27112496923,c3a3af5b23f4d4798647a8e840d116d570ee4e49,ci: variacao 12 artefato grande  Co-authored-by: Cursor <cursoragent@cursor.com>,success,34.0,52.0,1076,test_sequential,11.0,22,0,0.0067,2026-06-08T02:23:30Z,dispatch-sequential,sequential,True
27112496051,c3a3af5b23f4d4798647a8e840d116d570ee4e49,ci: variacao 12 artefato grande  Co-authored-by: Cursor <cursoragent@cursor.com>,success,23.0,39.0,1083,setup,5.0,0,0,0.0,2026-06-08T02:23:29Z,dispatch-parallel,parallel,True
27112496051,c3a3af5b23f4d4798647a8e840d116d570ee4e49,ci: variacao 12 artefato grande  Co-authored-by: Cursor <cursoragent@cursor.com>,success,23.0,39.0,1083,test_parallel,12.0,22,0,0.0069,2026-06-08T02:23:29Z,dispatch-parallel,parallel,True
27112496051,c3a3af5b23f4d4798647a8e840d116d570ee4e49,ci: variacao 12 artefato grande  Co-authored-by: Cursor <cursoragent@cursor.com>,success,23.0,39.0,1083,lint,9.0,0,0,0.0,2026-06-08T02:23:29Z,dispatch-parallel,parallel,True
